 (2947.1758+0.0000j)  (-13.3010-301.9414j)  (15.4257-109.4785j)  (-35.1639-123.2698j)  (40.4984-74.5306j)  (53.0889-26.3631j)  (-5.5672-51.2667j)  (60.7308-53.2190j)  (-39.9341-34.6054j)  (-14.6923-60.4888j)  (32.1382-79.7902j)  (79.8790-49.5229j)  (19.6509+24.9903j)  (-56.3159-6.4751j)  (-16.4866-60.0211j)  (23.2181-37.1495j)  (6.6448-51.8294j)  (-2.9503-31.2883j)  (46.5169+33.7417j)  (-6.6373-12.5500j)  (-28.5773-39.1589j)  (16.9205-0.7562j)  (3.7692-13.5820j)  (-20.5095-14.6945j)  (0.6871-36.3696j)  (-6.4591+20.0717j)  (70.8693-18.2770j)  (18.9310-12.5506j)  (-37.8487+52.4143j)  (46.3432-9.2479j)  (60.4353-14.2862j)  (4.0989-73.1032j)  (-18.3831-58.1035j)  (24.4955-45.3893j)  (-11.5522-32.4407j)  (6.6908-28.9056j)  (52.8397+9.7411j)  (21.2280-38.1390j)  (-25.2442+38.3634j)  (-13.9166+9.5675j)  (-21.2917-48.5738j)  (3.7343-0.1964j)  (16.7121-56.3295j)  (-12.3151-19.4617j)  (35.0884-22.4688j)  (-2.5616-43.2991j)  (-10.9819-15.1124j)  (-19.7469-13.6286j)  (44.5938-0.8610j)  (-24.7512-46.8206j)  (-17.1111+44.0995j)  (9.4497-28.9697j)  (16.5507+25.6156j)  (-1.2728-21.3218j)  (36.0232-5.2821j)  (31.9092-47.5205j)  (15.9381+12.6184j)  (-0.7437+17.5722j)  (20.2152+2.9555j)  (21.0455-5.4371j)  (44.5322+14.4966j)  (13.3890-17.6187j)  (17.9523-12.6499j)  (-14.7041+3.8600j)  (20.0246-21.7259j)  (-14.7333+1.4480j)  (18.9524-14.4393j)  (20.9773+2.2103j)  (15.8445+1.5565j)  (-13.3675-6.0649j)  (11.5158+10.6732j)  (0.4803-17.9740j)  (-2.6614-18.7660j)  (14.9278+3.9911j)  (-8.3880+8.6516j)  (-15.2507-1.4965j)  (15.4416-12.2966j)  (10.0163+3.0520j)  (20.4702+16.8698j)  (16.9686-12.4913j)  (-29.1389+11.9491j)  (9.8637-10.4092j)  (-4.3063-33.1298j)  (-4.3271+5.3912j)  (-21.0127+20.4713j)  (10.8508+11.1656j)  (-1.2879-25.8479j)  (6.4434-5.1125j)  (18.2406-11.7548j)  (25.2526+8.0759j)  (14.4108+5.5364j)  (19.9885+0.1213j)  (10.0062+9.3547j)  (-12.5533-12.3028j)  (12.0478-16.6497j)  (9.4714+13.9334j)  (18.2702-17.3407j)  (3.4281-10.0393j)  (12.6913+5.0965j)  (31.9480-37.9259j)  (9.0518-16.7080j)  (24.1834-11.4257j)  (-8.6917+5.9036j)  (6.8374-4.6557j)  (1.8155-4.4098j)  (12.0110-9.7347j)  (7.3003-13.6626j)  (7.5649-1.4883j)  (-6.0324+2.7911j)  (-8.3051-2.2278j)  (4.6661-12.7647j)  (-6.4477-6.0908j)  (6.6059+1.0810j)  (-12.8687+1.1918j)  (25.1599-2.9896j)  (-2.4467-4.8156j)  (7.2798-11.2152j)  (2.8706+25.2518j)  (11.3829-5.0482j)  (-14.0668+0.5980j)  (16.7530-0.0000j)  (-14.0668-0.5980j)  (11.3829+5.0482j)  (2.8706-25.2518j)  (7.2798+11.2152j)  (-2.4467+4.8156j)  (25.1599+2.9896j)  (-12.8687-1.1918j)  (6.6059-1.0810j)  (-6.4477+6.0908j)  (4.6661+12.7647j)  (-8.3051+2.2278j)  (-6.0324-2.7911j)  (7.5649+1.4883j)  (7.3003+13.6626j)  (12.0110+9.7347j)  (1.8155+4.4098j)  (6.8374+4.6557j)  (-8.6917-5.9036j)  (24.1834+11.4257j)  (9.0518+16.7080j)  (31.9480+37.9259j)  (12.6913-5.0965j)  (3.4281+10.0393j)  (18.2702+17.3407j)  (9.4714-13.9334j)  (12.0478+16.6497j)  (-12.5533+12.3028j)  (10.0062-9.3547j)  (19.9885-0.1213j)  (14.4108-5.5364j)  (25.2526-8.0759j)  (18.2406+11.7548j)  (6.4434+5.1125j)  (-1.2879+25.8479j)  (10.8508-11.1656j)  (-21.0127-20.4713j)  (-4.3271-5.3912j)  (-4.3063+33.1298j)  (9.8637+10.4092j)  (-29.1389-11.9491j)  (16.9686+12.4913j)  (20.4702-16.8698j)  (10.0163-3.0520j)  (15.4416+12.2966j)  (-15.2507+1.4965j)  (-8.3880-8.6516j)  (14.9278-3.9911j)  (-2.6614+18.7660j)  (0.4803+17.9740j)  (11.5158-10.6732j)  (-13.3675+6.0649j)  (15.8445-1.5565j)  (20.9773-2.2103j)  (18.9524+14.4393j)  (-14.7333-1.4480j)  (20.0246+21.7259j)  (-14.7041-3.8600j)  (17.9523+12.6499j)  (13.3890+17.6187j)  (44.5322-14.4966j)  (21.0455+5.4371j)  (20.2152-2.9555j)  (-0.7437-17.5722j)  (15.9381-12.6184j)  (31.9092+47.5205j)  (36.0232+5.2821j)  (-1.2728+21.3218j)  (16.5507-25.6156j)  (9.4497+28.9697j)  (-17.1111-44.0995j)  (-24.7512+46.8206j)  (44.5938+0.8610j)  (-19.7469+13.6286j)  (-10.9819+15.1124j)  (-2.5616+43.2991j)  (35.0884+22.4688j)  (-12.3151+19.4617j)  (16.7121+56.3295j)  (3.7343+0.1964j)  (-21.2917+48.5738j)  (-13.9166-9.5675j)  (-25.2442-38.3634j)  (21.2280+38.1390j)  (52.8397-9.7411j)  (6.6908+28.9056j)  (-11.5522+32.4407j)  (24.4955+45.3893j)  (-18.3831+58.1035j)  (4.0989+73.1032j)  (60.4353+14.2862j)  (46.3432+9.2479j)  (-37.8487-52.4143j)  (18.9310+12.5506j)  (70.8693+18.2770j)  (-6.4591-20.0717j)  (0.6871+36.3696j)  (-20.5095+14.6945j)  (3.7692+13.5820j)  (16.9205+0.7562j)  (-28.5773+39.1589j)  (-6.6373+12.5500j)  (46.5169-33.7417j)  (-2.9503+31.2883j)  (6.6448+51.8294j)  (23.2181+37.1495j)  (-16.4866+60.0211j)  (-56.3159+6.4751j)  (19.6509-24.9903j)  (79.8790+49.5229j)  (32.1382+79.7902j)  (-14.6923+60.4888j)  (-39.9341+34.6054j)  (60.7308+53.2190j)  (-5.5672+51.2667j)  (53.0889+26.3631j)  (40.4984+74.5306j)  (-35.1639+123.2698j)  (15.4257+109.4785j)  (-13.3010+301.9414j)
 (112.6727+237.3177j)  (5.2565-140.1232j)  (-40.9716-53.2852j)  (-34.5444+56.3231j)  (93.3640-12.5074j)  (-43.9700-21.8731j)  (21.5241+9.9253j)  (55.8149+9.0629j)  (-45.2462+33.3778j)  (-0.8256+7.0513j)  (70.5510-1.7796j)  (72.8423+30.3672j)  (-83.3640+22.9716j)  (-4.7108+13.8100j)  (39.9830+22.4931j)  (58.0851+13.3886j)  (-56.4541-38.4727j)  (-16.4824-11.2984j)  (-5.4145+11.6472j)  (-31.3674-33.1053j)  (3.8093+15.4632j)  (40.7978-4.1135j)  (22.0474-8.9163j)  (-42.9169+26.8222j)  (22.5359-27.3797j)  (2.0576-19.9994j)  (63.1309-9.4856j)  (1.7968-14.0291j)  (-33.8989+26.9548j)  (31.3359+9.6914j)  (-37.0804+7.3182j)  (21.5398-24.1779j)  (18.9452+8.9108j)  (55.9632+4.5409j)  (-6.8979-7.3090j)  (-35.4714+4.5696j)  (-27.9402+0.6620j)  (-21.7475-6.7514j)  (-10.1387+12.7837j)  (19.3195+28.6628j)  (26.1290-17.6722j)  (-28.0312-12.2471j)  (21.4116-64.2891j)  (-19.0513+32.7074j)  (42.0459-36.4535j)  (-17.1251+3.8245j)  (-21.0644-9.2175j)  (-14.8709+26.1423j)  (10.9065+10.7727j)  (-6.6207-32.3704j)  (13.7922+22.6395j)  (2.3780+0.0939j)  (-10.8034+12.5793j)  (-30.5824-34.9067j)  (-3.2945+10.9851j)  (28.5040-9.4203j)  (2.1577+27.5760j)  (5.2828-26.9602j)  (-3.0677-23.0634j)  (4.3527-10.2400j)  (-21.8177+8.4115j)  (-10.1833+16.5920j)  (10.9390+26.4285j)  (6.9988+12.9655j)  (-0.8219-1.6172j)  (11.3071-12.5719j)  (10.7365-6.9721j)  (-1.3297+29.2336j)  (-4.3339+30.7518j)  (-0.8706-1.2174j)  (-0.8305+5.2545j)  (-2.4446+0.6841j)  (-2.0260-17.3390j)  (0.6140-12.2124j)  (-17.1073+5.8430j)  (-7.9911-24.7230j)  (-2.8298-8.4696j)  (17.8945-18.3699j)  (-28.7443+11.7349j)  (-7.9674-6.5331j)  (-5.0455+10.2203j)  (-2.5637-2.0814j)  (13.1925+1.0918j)  (0.5839-35.6115j)  (-27.9490-9.6018j)  (1.3279+6.6613j)  (-22.0125-11.1758j)  (-3.3080+5.5587j)  (-14.3140-8.9766j)  (-11.3097-29.9340j)  (-14.1169-19.1199j)  (-0.4363+7.1992j)  (7.3866+17.0632j)  (-17.5015+6.3300j)  (10.6946+11.6123j)  (-12.0626-5.9617j)  (4.3642+14.5099j)  (-19.0362+0.8865j)  (-1.5937+11.1447j)  (-2.8452+0.4085j)  (5.7682-10.8742j)  (22.6054-21.6488j)  (5.9894+10.8476j)  (5.4544+0.1606j)  (-7.6364+5.1738j)  (5.8391-11.1358j)  (-2.2843-10.7607j)  (1.3092+13.9234j)  (7.4219-10.4393j)  (10.9265+6.3181j)  (7.8766-4.8387j)  (-0.4855+5.9472j)  (-0.1412-14.4095j)  (-16.0247-1.0032j)  (-10.0207+5.9810j)  (-6.3357-0.0824j)  (4.3836-22.8397j)  (-12.1150+10.1902j)  (11.1139+14.9292j)  (-8.6226+15.6948j)  (-4.8598+11.1541j)  (4.2128-4.9391j)  (5.0695+0.0297j)  (19.9228+5.5391j)  (9.6237+0.3583j)  (-10.9108+3.3911j)  (-5.9640-5.5416j)  (21.1621-10.7026j)  (4.5186+1.6054j)  (-19.5650+21.1278j)  (-10.2746+5.2358j)  (0.3273+10.5568j)  (8.9702-7.1115j)  (6.5263+2.4563j)  (2.0963+3.0969j)  (0.3893+0.8113j)  (-2.5097+7.6795j)  (23.6581-9.1241j)  (17.1380-7.3784j)  (3.2018+3.8576j)  (-8.0067-10.9577j)  (1.4153+3.3668j)  (-2.5463-15.5417j)  (-25.3989+22.9610j)  (-2.2670+18.9812j)  (19.8862-6.1251j)  (11.1695+0.6987j)  (-11.1972-1.3439j)  (12.0317+6.2137j)  (2.7261-8.2363j)  (11.9356+2.6508j)  (5.0976-0.3039j)  (17.3573-1.7397j)  (18.3957-15.9299j)  (17.6553-2.0529j)  (7.8109+15.5242j)  (-5.8646-5.3264j)  (-3.1998-7.0074j)  (-29.7046+1.9425j)  (0.6683-4.2272j)  (-10.1071+11.5701j)  (-2.8480-1.1479j)  (9.0522-2.7072j)  (5.4399+0.9110j)  (-6.2081-17.1364j)  (-8.4102-2.5260j)  (-26.8704-1.7224j)  (-9.7505+30.5740j)  (-34.6295-23.2962j)  (4.9433+11.9578j)  (21.3409-20.1148j)  (0.6149-11.6464j)  (14.1708-16.5983j)  (-22.8487+13.8066j)  (32.4705+18.3627j)  (-19.2061+2.1689j)  (16.6086+25.9205j)  (-13.7546-31.2063j)  (-7.1787-10.9572j)  (-34.2797-3.3432j)  (-6.3148-9.2523j)  (1.7558+2.2422j)  (22.0089+10.7829j)  (16.7296-41.4796j)  (-0.5073+29.8159j)  (2.9376-24.3107j)  (-15.3737-4.7148j)  (-42.2133+1.0820j)  (38.1240-19.0561j)  (5.7777-30.5121j)  (34.4987-25.1888j)  (28.2737+14.5438j)  (-7.1521-38.7448j)  (-9.0653-10.8998j)  (-24.8250-4.4353j)  (2.2648+10.4388j)  (7.6799-15.1164j)  (-7.1329+4.1947j)  (14.5003+24.3319j)  (6.0085-17.1584j)  (23.8834+23.9679j)  (4.5316-21.7210j)  (-38.2503-15.9032j)  (27.5572+7.7798j)  (-38.3529-11.3490j)  (30.7103-20.9278j)  (24.4702+4.4594j)  (19.0407-29.0074j)  (-3.3585+21.6919j)  (9.2067+22.5349j)  (-13.2088+20.2302j)  (9.2822+0.1761j)  (-7.9436-15.7182j)  (-19.4495+36.3144j)  (13.0796+35.3761j)  (1.1521+29.0748j)  (-0.6605+23.5153j)  (34.5608-0.6689j)  (27.9673+36.0020j)  (-31.1032-16.3217j)  (-27.9991+20.6109j)  (-25.9882-16.6180j)  (13.5071+26.4067j)  (1.8541-10.4657j)  (97.0447-15.7070j)  (6.5616-60.8636j)  (-31.6573+5.1610j)  (13.9751-31.5155j)  (22.1025-71.5161j)  (59.5396+35.2602j)  (7.4582+17.5703j)  (10.4256-41.3359j)  (17.7925-44.0016j)  (22.9585+55.9849j)  (-21.1573-8.2928j)  (5.4028-6.7036j)  (49.4917+65.2154j)  (-32.9851+36.0887j)  (110.9354-20.6928j)  (-96.8528+18.4215j)
 (62.3282+56.7994j)  (-71.5220-57.3038j)  (-60.4142+31.8539j)  (39.8815+31.6854j)  (19.8276+20.9466j)  (9.6877+18.2698j)  (-21.9236+30.2940j)  (-30.5442+7.2151j)  (-25.4226+46.0623j)  (-4.2781-87.6235j)  (35.9261-32.8562j)  (20.1741+71.6223j)  (-29.7391+8.5552j)  (-47.6761-33.7952j)  (33.8900-52.1197j)  (58.3357+17.2128j)  (28.7331-40.6993j)  (67.8084+29.8283j)  (-27.7631+55.9181j)  (-30.8823-24.8233j)  (17.5702-29.8868j)  (0.6182+25.9343j)  (-2.2017+40.0252j)  (-44.7633+48.8858j)  (-13.0729-40.1452j)  (-5.4277-14.4630j)  (24.4804+9.0708j)  (-37.7311+24.5789j)  (-11.0888-23.2112j)  (9.3160+9.8248j)  (-22.2244-46.4954j)  (-14.0131-29.7994j)  (-7.9967+34.3075j)  (24.9518-10.6190j)  (12.0116-24.8075j)  (47.7281+6.0528j)  (-3.7946+24.9634j)  (21.4307+6.7836j)  (-11.3505+24.4406j)  (-9.4442-12.0596j)  (3.7008-24.9647j)  (12.5055+15.0622j)  (-42.1492-26.5380j)  (7.7104-18.7112j)  (-0.3765-8.3255j)  (7.2237-9.9476j)  (-27.1397-4.6765j)  (-29.1793+23.4657j)  (-2.1188+5.8308j)  (-13.6904-17.7460j)  (-23.4393-30.1317j)  (15.1334+9.4823j)  (-1.6534+22.4700j)  (12.3923-2.6270j)  (29.6243+45.3624j)  (24.2835-20.3338j)  (-34.6092+16.7657j)  (-5.3017-10.9389j)  (-11.5431+10.5080j)  (-9.1784-18.1692j)  (-14.8485+16.5505j)  (-0.5792+2.9050j)  (-5.1085+23.6689j)  (6.9570+20.1120j)  (7.4282-1.9413j)  (26.5882+4.7582j)  (7.7608-29.0172j)  (-2.6571-20.8689j)  (1.3958-6.4009j)  (35.1706+23.0155j)  (-10.8191-13.0212j)  (14.7144+18.8504j)  (17.3076+20.0249j)  (4.2728+1.6909j)  (-24.5460-15.3751j)  (7.7849-14.2907j)  (-7.4069+7.8343j)  (15.7367+14.1261j)  (27.7180+6.7587j)  (-8.1966-24.3408j)  (-27.7821-7.4637j)  (2.0738+2.8907j)  (-1.2483+0.0312j)  (-15.0480+2.9146j)  (-9.9528-7.0814j)  (-11.3651+3.0430j)  (-5.4204-22.1175j)  (-8.2788-4.5310j)  (4.6122-3.3233j)  (9.0766+0.0849j)  (-5.2502-8.1517j)  (-5.6465+2.3617j)  (-0.0894-15.5432j)  (-7.5653-10.1475j)  (6.8910-0.1838j)  (-2.7514+9.6934j)  (10.5027+31.5916j)  (0.0442-10.7171j)  (16.7150-8.7848j)  (-12.0634-14.2712j)  (1.1238+18.9227j)  (-2.5945-7.0498j)  (-0.3203-12.1716j)  (-21.1924-23.7772j)  (10.3554-12.3551j)  (17.2341+0.0086j)  (7.4112+5.1214j)  (-25.7074+9.1322j)  (-0.4226+7.4354j)  (2.3203-1.6850j)  (-5.5653-7.5553j)  (4.3845-1.4134j)  (9.3612-11.2372j)  (-2.8742-3.9262j)  (-0.3059-3.6543j)  (-8.6630+6.2944j)  (-0.0520+8.1088j)  (-2.2856+12.5020j)  (23.2260+0.8909j)  (4.5819-3.5399j)  (-13.7187-12.1840j)  (14.7526-4.0539j)  (-7.6700-0.4066j)  (-6.1924-3.2208j)  (-16.9494-1.0077j)  (-3.6036+9.1129j)  (-19.0793-2.7846j)  (-4.7459+21.9775j)  (-14.4664+6.9119j)  (4.8627+4.9083j)  (-4.5902+6.0181j)  (0.3669+9.4294j)  (-3.0132+12.1931j)  (-3.3353-6.8444j)  (8.4022+3.8558j)  (20.6085-22.9175j)  (-18.3606-8.9631j)  (-4.4455-0.7896j)  (10.6201-6.5045j)  (14.2315+4.7034j)  (3.4885+5.2506j)  (12.8340-5.2302j)  (15.6458+2.6777j)  (4.5656+5.9950j)  (-7.5507+6.2662j)  (1.2293+1.6213j)  (-12.5660-2.1611j)  (-27.9021+16.2191j)  (4.7001+9.0278j)  (-0.9086-10.0861j)  (1.3616-22.4819j)  (-14.2814+7.0186j)  (0.0781+10.7382j)  (6.5479+27.8587j)  (-3.6942-6.9240j)  (7.5183-18.4820j)  (3.9813+1.3406j)  (9.8335-7.3217j)  (0.3364-30.0804j)  (-6.0718+9.5780j)  (7.0561+10.1496j)  (16.8767-12.5658j)  (2.3551-15.6065j)  (-3.4492+6.4900j)  (-8.4936-7.2956j)  (-9.9522-5.5548j)  (7.0232-9.6103j)  (-10.0504+0.7302j)  (-16.6447+0.6788j)  (-2.3327+22.3545j)  (-3.6512+1.0544j)  (7.1477-2.9940j)  (15.7954-21.0711j)  (-1.8854+16.8062j)  (7.2859-3.3455j)  (-12.8423+8.6539j)  (16.9533+9.0681j)  (7.5862-11.0761j)  (-0.8890-0.1222j)  (12.0334-2.7305j)  (-14.8261-3.2143j)  (-19.9701+3.1224j)  (-16.8474+5.5750j)  (15.3225-19.5973j)  (5.5657+56.4950j)  (44.1286-4.6644j)  (-8.5135+6.0059j)  (-11.0055+13.9967j)  (-33.7995+15.4343j)  (-3.7317-25.4149j)  (3.3827+8.7417j)  (2.6993+8.6385j)  (35.9611-5.7082j)  (-14.1313-20.7307j)  (9.7911-11.6102j)  (25.3586-8.4808j)  (27.3668-13.8790j)  (-26.2905+10.4848j)  (34.5727+13.6215j)  (-8.6177-9.7453j)  (8.7076-5.9792j)  (-2.3432-26.2249j)  (4.3411+24.7229j)  (19.0126-1.8446j)  (-26.1132+1.9057j)  (-4.4210+13.6838j)  (-17.1154-7.2960j)  (20.5662-9.2878j)  (-1.3671+6.6699j)  (8.4912+17.0962j)  (16.0262-32.9144j)  (-33.6869-18.2845j)  (-12.6622-10.6636j)  (21.4002+22.5653j)  (-9.6173-31.9285j)  (7.6353-50.1903j)  (-12.6475-36.4094j)  (5.3424+12.7490j)  (-5.4231+21.7097j)  (14.4351+7.5091j)  (52.8150+18.9651j)  (4.8753-16.3996j)  (-5.2422-2.2498j)  (-41.1499+24.8278j)  (93.6651+23.7173j)  (-9.4704-37.1515j)  (-55.3851+27.0662j)  (-7.8295-32.6956j)  (45.1867-16.7401j)  (-19.3012-5.8329j)  (-29.5626+3.7329j)  (-19.6233+6.3939j)  (-3.8337+8.0363j)  (-6.4416-41.0309j)  (-23.4141-15.1723j)  (2.8624+12.5526j)  (-16.6363+53.5769j)  (33.3230+26.0047j)  (3.0642-130.3333j)  (163.0921-124.2554j)
 (33.9519+59.2918j)  (-63.9173-38.9209j)  (74.2325+53.1415j)  (69.6165-103.0669j)  (-46.4452+24.2026j)  (-16.4426+25.2371j)  (12.5975-6.8360j)  (-37.7171+2.7500j)  (-30.3923-14.9422j)  (49.7519-13.6738j)  (20.0408-6.9425j)  (-70.6202+40.1328j)  (-5.9123+30.9473j)  (27.8338+21.6262j)  (-28.9386+31.1180j)  (17.3079-6.8878j)  (-24.5358-28.8378j)  (-23.8943+12.9994j)  (-24.7437-3.9964j)  (15.6629-35.4681j)  (32.1567-24.2015j)  (39.6888+49.4258j)  (-40.2260+8.9501j)  (-2.9652+27.0434j)  (2.9124-43.8851j)  (-1.2008+26.0123j)  (42.6227-22.9526j)  (6.5966+14.5915j)  (-10.6366-13.4650j)  (-10.6046+7.6400j)  (-9.0722-49.5401j)  (4.5784+18.4295j)  (10.1015+11.4382j)  (-18.3834+1.0462j)  (-27.9125+10.2977j)  (-25.6121+3.0960j)  (4.6263-3.9214j)  (19.6971+2.4244j)  (-6.9536+40.4228j)  (18.1713-9.6138j)  (-6.4744-0.6227j)  (23.4016-13.7105j)  (-27.8718-31.0281j)  (1.7508-7.0833j)  (-4.6357+31.1984j)  (-9.6317+17.6534j)  (-14.2180-17.1608j)  (-1.5194+26.8617j)  (-1.5923+4.2189j)  (10.8429+37.7209j)  (-20.1650+13.0853j)  (-9.5883+10.4054j)  (12.1974+9.9077j)  (-24.4213-11.0357j)  (33.4603-27.6063j)  (35.1628-9.3502j)  (18.2043-5.3322j)  (-13.2036-24.1721j)  (-31.8189+5.6582j)  (25.0220+7.1071j)  (-5.2548+9.5849j)  (25.7684-16.6227j)  (-1.4709+9.7604j)  (6.8061-34.5964j)  (2.1043+3.5101j)  (-0.9686-1.1514j)  (14.5374-17.4623j)  (7.5816+8.5226j)  (14.0709-4.9325j)  (-7.8330+1.7643j)  (17.7207-14.4158j)  (-19.8852-1.5010j)  (-3.9242-0.7578j)  (30.7234-4.2279j)  (-4.2038-2.3317j)  (-7.8888-0.3539j)  (8.9519-12.6791j)  (4.7575-0.7170j)  (-5.4874+26.2499j)  (21.1818-5.6900j)  (-18.6559-2.6836j)  (19.8147-4.3346j)  (2.8135+8.8164j)  (-12.4632-19.4169j)  (-9.5704+2.0636j)  (-1.3940-19.1958j)  (-10.4274-12.2943j)  (-2.7905+12.8683j)  (20.8127-2.7655j)  (-11.6435+8.7113j)  (1.9255+0.0361j)  (-10.2448+14.6029j)  (-21.1839-8.8110j)  (-4.1065+3.8214j)  (-9.7462+7.2759j)  (-9.3022-6.0139j)  (-7.1469+28.3937j)  (2.8246-0.1507j)  (-6.4730+10.1211j)  (-5.6584-20.9335j)  (0.8005+1.5792j)  (-0.6130+2.2299j)  (-4.9623+1.9423j)  (8.0506+5.1153j)  (-12.7166+0.1189j)  (-0.7371-4.7801j)  (6.1638-14.0760j)  (-5.2227+3.4799j)  (0.2703+5.9418j)  (16.8737-0.9735j)  (12.6989+9.5305j)  (-1.2124+5.4435j)  (2.5572+3.5337j)  (14.1609-13.2926j)  (-5.9260+2.8363j)  (1.4560-5.7633j)  (-6.5225-5.8700j)  (-2.0612-14.5468j)  (1.0381-6.9031j)  (-14.3338+0.3780j)  (-4.2086-10.0412j)  (3.3011+4.0674j)  (11.7938+10.8050j)  (-11.1964+2.8145j)  (-4.6476+0.0306j)  (10.2419-9.6708j)  (2.5940-1.5991j)  (22.2310+5.3941j)  (-4.5212-11.8247j)  (-2.1823+8.2999j)  (6.2317-18.6518j)  (-1.1773+7.1820j)  (-10.3627-14.6860j)  (0.9848-0.8366j)  (-10.7705+0.3904j)  (-0.9407-5.3475j)  (13.6485+8.3351j)  (-5.0825-5.5867j)  (-6.0286+22.3170j)  (-5.4993+12.5138j)  (-0.4010-4.2061j)  (2.7968-3.2609j)  (-3.6625-6.1186j)  (-6.9763-7.5203j)  (-8.1881-24.1704j)  (3.0316+7.4981j)  (-21.8456-1.3007j)  (-4.8515+2.1074j)  (-5.3006-12.0859j)  (1.4264+11.9199j)  (10.8130-13.0758j)  (2.8512+2.4145j)  (10.4109-16.5860j)  (-12.7948+24.0316j)  (9.1102+6.2295j)  (-4.0908+5.0152j)  (11.1005+7.7028j)  (-2.3286-20.2034j)  (-14.2780-14.7380j)  (-23.7892+6.8130j)  (7.9968+12.0617j)  (17.8856-13.2005j)  (-0.0228+13.2690j)  (-5.5562+12.1005j)  (-8.0572+22.7278j)  (-6.4076-7.8864j)  (-29.8557-4.0591j)  (-1.7265-4.2660j)  (18.4939-11.2437j)  (28.9689-15.8935j)  (-7.2509-9.6471j)  (10.2920+8.7144j)  (14.8570+11.0229j)  (10.8431+3.0391j)  (11.7355+32.8378j)  (10.2437+11.3559j)  (-1.7161+28.4090j)  (-16.0202+9.8378j)  (7.6104+18.2738j)  (-16.5490+8.0325j)  (4.0851+4.9989j)  (14.8506+1.9471j)  (34.7138+13.5422j)  (38.3423-23.5355j)  (-22.6116-20.1177j)  (-6.4638-33.4416j)  (-5.1425+3.3723j)  (-9.0973-5.4373j)  (6.5451+8.2334j)  (7.1721+18.9768j)  (11.7638+4.7136j)  (-10.6346-7.2021j)  (-33.7948-22.1256j)  (-6.5155-3.1232j)  (-11.7369+10.6197j)  (-3.7720+21.9545j)  (8.7502-15.1106j)  (-18.0563+28.0128j)  (28.1205+21.6537j)  (-33.2860-14.3477j)  (26.5829-17.4524j)  (-18.0583-5.7258j)  (-38.2951-20.6864j)  (-25.8520-6.8850j)  (17.3906-15.3476j)  (27.7374-5.5936j)  (37.1113-8.0607j)  (-17.3870-3.4374j)  (-7.9374+31.9394j)  (18.7027+1.7146j)  (14.5693-15.2011j)  (0.2273-10.8622j)  (25.1524-9.7449j)  (13.7522+0.2905j)  (13.4491+8.8403j)  (23.0625-25.5214j)  (13.0528-70.0657j)  (21.9192+25.6230j)  (5.3054+28.9348j)  (-11.9671-1.3045j)  (-52.1107+28.5463j)  (-14.0639-3.1624j)  (-2.7430+16.5959j)  (-7.6844+10.8362j)  (23.9288-10.7283j)  (-0.6903-37.9939j)  (-28.5429-11.9042j)  (43.3879-1.7847j)  (13.7314+0.8063j)  (50.8428-37.4296j)  (-15.2904+34.9467j)  (32.0563-37.2790j)  (-1.7470+30.0207j)  (-9.2428+8.5488j)  (48.5707+12.2296j)  (11.8952-14.0496j)  (-45.4251+25.4539j)  (-3.9252-72.4663j)  (60.1805-23.4537j)  (-64.1269-17.5235j)
