 (0.0009+0.0000j)  (-0.0142-0.0005j)  (0.2033+0.0135j)  (-0.5871-0.0584j)  (0.9868+0.1313j)  (-2.2157-0.3697j)  (2.1090+0.4240j)  (-1.6384-0.3862j)  (1.8345+0.4970j)  (-2.0965-0.6431j)  (2.5018+0.8589j)  (-2.0248-0.7709j)  (1.4540+0.6093j)  (-1.5230-0.6983j)  (1.6222+0.8097j)  (-1.5829-0.8566j)  (1.8345+1.0727j)  (-1.9309-1.2165j)  (1.6119+1.0916j)  (-1.6712-1.2142j)  (1.9577+1.5237j)  (-2.4611-2.0497j)  (2.2545+2.0076j)  (-1.7996-1.7125j)  (1.7252+1.7540j)  (-2.0232-2.1978j)  (2.3138+2.6866j)  (-2.2083-2.7425j)  (2.0235+2.6905j)  (-1.9003-2.7086j)  (1.9265+2.9488j)  (-1.7399-2.8657j)  (1.5205+2.7020j)  (-1.4792-2.8447j)  (1.4361+3.0002j)  (-1.2829-2.9247j)  (1.1924+2.9827j)  (-1.1087-3.0635j)  (0.9800+3.0161j)  (-0.9589-3.3210j)  (0.8444+3.3345j)  (-0.6636-3.0397j)  (0.5546+3.0153j)  (-0.4165-2.7781j)  (0.3091+2.6590j)  (-0.2608-3.1470j)  (0.1854+3.7340j)  (-0.0665-4.0207j)  (-0.0665+4.0207j)  (0.1854-3.7340j)  (-0.2608+3.1470j)  (0.3091-2.6590j)  (-0.4165+2.7781j)  (0.5546-3.0153j)  (-0.6636+3.0397j)  (0.8444-3.3345j)  (-0.9589+3.3210j)  (0.9800-3.0161j)  (-1.1087+3.0635j)  (1.1924-2.9827j)  (-1.2829+2.9247j)  (1.4361-3.0002j)  (-1.4792+2.8447j)  (1.5205-2.7020j)  (-1.7399+2.8657j)  (1.9265-2.9488j)  (-1.9003+2.7086j)  (2.0235-2.6905j)  (-2.2083+2.7425j)  (2.3138-2.6866j)  (-2.0232+2.1978j)  (1.7252-1.7540j)  (-1.7996+1.7125j)  (2.2545-2.0076j)  (-2.4611+2.0497j)  (1.9577-1.5237j)  (-1.6712+1.2142j)  (1.6119-1.0916j)  (-1.9309+1.2165j)  (1.8345-1.0727j)  (-1.5829+0.8566j)  (1.6222-0.8097j)  (-1.5230+0.6983j)  (1.4540-0.6093j)  (-2.0248+0.7709j)  (2.5018-0.8589j)  (-2.0965+0.6431j)  (1.8345-0.4970j)  (-1.6384+0.3862j)  (2.1090-0.4240j)  (-2.2157+0.3697j)  (0.9868-0.1313j)  (-0.5871+0.0584j)  (0.2033-0.0135j)  (-0.0142+0.0005j)
 (-0.0133-0.0004j)  (0.0456+0.0030j)  (-0.3437-0.0342j)  (0.5724+0.0762j)  (-0.7084-0.1182j)  (1.4987+0.3013j)  (-1.5183-0.3579j)  (1.4360+0.3890j)  (-2.0042-0.6148j)  (2.1897+0.7517j)  (-2.0284-0.7722j)  (1.3545+0.5676j)  (-0.9900-0.4539j)  (1.1709+0.5844j)  (-1.5462-0.8367j)  (1.4207+0.8307j)  (-1.4594-0.9194j)  (1.4145+0.9579j)  (-1.4188-1.0308j)  (1.9463+1.5149j)  (-2.2481-1.8723j)  (1.9479+1.7345j)  (-1.5048-1.4319j)  (1.5065+1.5316j)  (-1.8030-1.9586j)  (2.0772+2.4118j)  (-1.9353-2.4034j)  (2.0656+2.7463j)  (-1.9113-2.7243j)  (1.6946+2.5939j)  (-1.5839-2.6089j)  (1.5806+2.8087j)  (-1.4980-2.8808j)  (1.4268+2.9807j)  (-1.3367-3.0475j)  (1.1919+2.9815j)  (-1.1814-3.2644j)  (1.2389+3.8130j)  (-1.1313-3.9180j)  (0.9995+3.9468j)  (-0.7471-3.4218j)  (0.5571+3.0292j)  (-0.4584-3.0576j)  (0.3412+2.9348j)  (-0.2271-2.7410j)  (0.1394+2.8077j)  (-0.0528-3.1960j)  (-0.0599+3.6234j)  (0.2056-4.1412j)  (-0.3231+3.8990j)  (0.3736-3.2131j)  (-0.4206+2.8052j)  (0.4980-2.7076j)  (-0.6375+2.9198j)  (0.7470-2.9497j)  (-0.8756+3.0325j)  (0.9855-3.0329j)  (-1.0266+2.8369j)  (1.2255-3.0657j)  (-1.2627+2.8786j)  (1.2853-2.6852j)  (-1.4887+2.8631j)  (1.5458-2.7468j)  (-1.5361+2.5301j)  (1.7131-2.6221j)  (-1.8484+2.6347j)  (1.9647-2.6122j)  (-2.0523+2.5487j)  (2.1650-2.5138j)  (-2.3643+2.5683j)  (2.0053-2.0387j)  (-1.6626+1.5821j)  (1.7960-1.5993j)  (-2.1155+1.7619j)  (2.4632-1.9172j)  (-2.5441+1.8484j)  (2.2262-1.5076j)  (-2.1356+1.3454j)  (2.3747-1.3886j)  (-2.3943+1.2957j)  (1.8876-0.9422j)  (-1.7337+0.7949j)  (1.9840-0.8314j)  (-2.1154+0.8054j)  (2.3378-0.8026j)  (-2.4176+0.7416j)  (1.9681-0.5332j)  (-1.8040+0.4252j)  (1.7861-0.3591j)  (-1.9799+0.3304j)  (1.9761-0.2629j)  (-1.5183+0.1511j)  (0.7687-0.0509j)  (-0.2154+0.0071j)  (0.0258+0.0000j)
 (0.1253+0.0083j)  (-0.4146-0.0413j)  (1.1050+0.1470j)  (-1.1257-0.1878j)  (1.2492+0.2512j)  (-1.6209-0.3821j)  (1.1792+0.3195j)  (-1.2215-0.3747j)  (1.4629+0.5022j)  (-1.9229-0.7320j)  (1.6417+0.6880j)  (-1.0645-0.4881j)  (0.8433+0.4209j)  (-1.1511-0.6229j)  (1.3400+0.7835j)  (-1.3734-0.8652j)  (1.6567+1.1219j)  (-1.5978-1.1609j)  (1.8300+1.4243j)  (-2.4434-2.0350j)  (2.4881+2.2156j)  (-1.8060-1.7186j)  (1.4361+1.4600j)  (-1.6228-1.7628j)  (1.6823+1.9533j)  (-1.5778-1.9594j)  (1.4839+1.9730j)  (-1.8240-2.5998j)  (1.7121+2.6206j)  (-1.3129-2.1625j)  (1.2762+2.2678j)  (-1.4617-2.8111j)  (1.2188+2.5463j)  (-1.0873-2.4787j)  (1.1014+2.7552j)  (-1.0996-3.0385j)  (1.1543+3.5524j)  (-1.1749-4.0691j)  (0.9893+3.9068j)  (-0.7952-3.6423j)  (0.5825+3.1675j)  (-0.4360-2.9085j)  (0.3505+3.0148j)  (-0.2716-3.2783j)  (0.1601+3.2256j)  (-0.0516-3.1213j)  (-0.0541+3.2690j)  (0.1785-3.5959j)  (-0.3143+3.7926j)  (0.4420-3.8018j)  (-0.5623+3.7506j)  (0.5910-3.2136j)  (-0.6755+3.0940j)  (0.8338-3.2926j)  (-0.8395+2.9074j)  (0.8884-2.7342j)  (-1.1020+3.0451j)  (1.2239-3.0616j)  (-1.5093+3.4407j)  (1.4236-2.9742j)  (-1.4671+2.8214j)  (1.6039-2.8501j)  (-1.7990+2.9631j)  (1.7544-2.6853j)  (-1.6384+2.3353j)  (1.7393-2.3125j)  (-2.1255+2.6397j)  (1.9752-2.2934j)  (-2.3087+2.5080j)  (2.6633-2.7077j)  (-2.1901+2.0840j)  (1.8415-1.6398j)  (-1.9016+1.5838j)  (2.3142-1.8012j)  (-2.8323+2.0578j)  (2.3500-1.5914j)  (-1.7071+1.0754j)  (1.9431-1.1362j)  (-2.5243+1.3661j)  (2.2008-1.0986j)  (-1.6870+0.7735j)  (1.7583-0.7369j)  (-1.9229+0.7321j)  (2.0033-0.6877j)  (-2.3829+0.7309j)  (2.6698-0.7233j)  (-2.5207+0.5941j)  (2.2740-0.4572j)  (-2.3037+0.3844j)  (1.9803-0.2635j)  (-1.7065+0.1699j)  (1.3664-0.0905j)  (-0.6010+0.0199j)  (0.2330-0.0000j)  (-0.1066-0.0035j)
 (-0.5681-0.0565j)  (0.9916+0.1319j)  (-1.1886-0.1983j)  (1.7359+0.3490j)  (-1.9546-0.4607j)  (1.6311+0.4419j)  (-1.4974-0.4593j)  (1.3530+0.4645j)  (-1.2360-0.4705j)  (1.3520+0.5666j)  (-1.1059-0.5070j)  (0.8052+0.4019j)  (-0.6461-0.3496j)  (0.9273+0.5422j)  (-1.2603-0.7940j)  (1.5924+1.0783j)  (-1.9666-1.4288j)  (1.8608+1.4483j)  (-1.7569-1.4632j)  (2.1382+1.9040j)  (-2.2553-2.1461j)  (1.7372+1.7662j)  (-1.5007-1.6302j)  (1.6597+1.9271j)  (-1.5491-1.9238j)  (1.2830+1.7058j)  (-1.4096-2.0092j)  (1.8532+2.8365j)  (-1.7464-2.8765j)  (1.3788+2.4501j)  (-1.3894-2.6719j)  (1.4105+2.9468j)  (-1.0669-2.4323j)  (1.1414+2.8551j)  (-1.2886-3.5607j)  (1.2202+3.7553j)  (-1.1452-3.9663j)  (1.0128+3.9995j)  (-0.7944-3.6388j)  (0.5907+3.2116j)  (-0.4122-2.7496j)  (0.3452+2.9690j)  (-0.2716-3.2778j)  (0.1625+3.2740j)  (-0.0533-3.2221j)  (-0.0536+3.2430j)  (0.1565-3.1528j)  (-0.2427+2.9294j)  (0.3505-3.0149j)  (-0.5044+3.3647j)  (0.7082-3.8506j)  (-0.7951+3.6417j)  (0.8385-3.3112j)  (-0.9241+3.2005j)  (0.9615-2.9592j)  (-1.0054+2.7782j)  (1.1614-2.9052j)  (-1.3872+3.1624j)  (1.7140-3.5809j)  (-1.6751+3.2214j)  (1.8137-3.2229j)  (-2.0387+3.3580j)  (2.2740-3.4807j)  (-2.0162+2.8738j)  (1.8042-2.3988j)  (-2.0990+2.6067j)  (2.3506-2.7292j)  (-2.2400+2.4333j)  (2.7073-2.7524j)  (-2.9392+2.7969j)  (2.5040-2.2298j)  (-2.2322+1.8591j)  (2.3674-1.8426j)  (-2.6585+1.9315j)  (2.5327-1.7151j)  (-2.0644+1.3006j)  (1.6920-0.9894j)  (-2.0291+1.0981j)  (2.7396-1.3675j)  (-2.1180+0.9711j)  (1.6106-0.6749j)  (-1.7324+0.6595j)  (2.0280-0.6962j)  (-2.2070+0.6770j)  (2.3885-0.6471j)  (-2.2889+0.5395j)  (2.3735-0.4772j)  (-2.8260+0.4716j)  (2.9434-0.3916j)  (-2.0641+0.2054j)  (1.3310-0.0882j)  (-0.8554+0.0283j)  (0.3753+0.0000j)  (-0.2273-0.0075j)  (0.3152+0.0209j)
 (0.9250+0.1231j)  (-1.3233-0.2208j)  (1.1854+0.2383j)  (-1.6362-0.3857j)  (1.9862+0.5381j)  (-1.9518-0.5987j)  (1.5193+0.5216j)  (-1.3171-0.5014j)  (1.4556+0.6100j)  (-1.2470-0.5717j)  (1.2144+0.6062j)  (-1.2128-0.6564j)  (0.9025+0.5277j)  (-1.2653-0.7971j)  (1.8596+1.2593j)  (-1.4650-1.0644j)  (1.2480+0.9714j)  (-1.2421-1.0345j)  (1.4438+1.2857j)  (-1.7994-1.7123j)  (1.4541+1.4783j)  (-1.2677-1.3770j)  (1.3631+1.5827j)  (-1.7005-2.1118j)  (1.7045+2.2663j)  (-1.2839-1.8300j)  (1.3051+1.9976j)  (-1.6533-2.7232j)  (1.6523+2.9361j)  (-1.4650-2.8173j)  (1.5115+3.1578j)  (-1.2186-2.7781j)  (1.0057+2.5159j)  (-1.0612-2.9322j)  (1.1763+3.6204j)  (-1.1566-4.0058j)  (1.0052+3.9696j)  (-0.8550-3.9160j)  (0.6882+3.7422j)  (-0.4976-3.3193j)  (0.3407+2.9306j)  (-0.2734-3.2992j)  (0.1696+3.4171j)  (-0.0542-3.2796j)  (-0.0534+3.2267j)  (0.1578-3.1779j)  (-0.2513+3.0329j)  (0.3124-2.6873j)  (-0.4165+2.7783j)  (0.6269-3.4088j)  (-0.8588+3.9335j)  (0.9095-3.5914j)  (-0.8338+2.8878j)  (0.8750-2.6930j)  (-1.0224+2.8251j)  (1.0545-2.6379j)  (-1.1475+2.6160j)  (1.4765-3.0845j)  (-1.6916+3.2532j)  (1.7183-3.0533j)  (-1.9993+3.2931j)  (2.3628-3.6165j)  (-2.4246+3.4560j)  (2.1419-2.8478j)  (-1.8985+2.3578j)  (2.3177-2.6911j)  (-2.8767+3.1249j)  (2.6201-2.6638j)  (-2.8827+2.7431j)  (2.8237-2.5144j)  (-2.3176+1.9302j)  (2.2194-1.7275j)  (-2.5898+1.8816j)  (2.7620-1.8704j)  (-2.6554+1.6729j)  (2.4161-1.4127j)  (-2.1852+1.1826j)  (2.1792-1.0877j)  (-2.6094+1.1964j)  (2.2032-0.9233j)  (-1.8917+0.7202j)  (2.1951-0.7536j)  (-2.4349+0.7469j)  (2.6140-0.7081j)  (-2.8806+0.6790j)  (2.3666-0.4758j)  (-2.2377+0.3734j)  (2.9186-0.3883j)  (-2.7915+0.2779j)  (2.6128-0.1731j)  (-1.6432+0.0544j)  (0.5978-0.0000j)  (-0.3003-0.0099j)  (0.2483+0.0164j)  (-0.3934-0.0392j)
 (-1.3529-0.2258j)  (1.8496+0.3719j)  (-1.5097-0.3558j)  (1.4547+0.3941j)  (-1.5778-0.4840j)  (1.4921+0.5122j)  (-1.3693-0.5213j)  (1.6263+0.6815j)  (-1.6864-0.7732j)  (1.3270+0.6624j)  (-1.2193-0.6599j)  (1.5015+0.8780j)  (-1.4566-0.9176j)  (1.2682+0.8588j)  (-1.8105-1.3154j)  (1.3429+1.0452j)  (-1.0445-0.8699j)  (1.2640+1.1256j)  (-1.8795-1.7885j)  (1.5940+1.6205j)  (-1.2715-1.3812j)  (1.2112+1.4063j)  (-1.1220-1.3934j)  (1.4916+1.9832j)  (-1.8443-2.6288j)  (1.6537+2.5312j)  (-1.5350-2.5284j)  (1.6452+2.9235j)  (-1.5376-2.9569j)  (1.3764+2.8756j)  (-1.1322-2.5812j)  (0.8179+2.0461j)  (-0.7435-2.0545j)  (0.7121+2.1916j)  (-0.7969-2.7599j)  (0.9699+3.8302j)  (-0.8407-3.8507j)  (0.6992+3.8019j)  (-0.5281-3.5228j)  (0.3768+3.2406j)  (-0.2468-2.9779j)  (0.1449+2.9181j)  (-0.0459-2.7751j)  (-0.0490+2.9631j)  (0.1571-3.1646j)  (-0.2713+3.2747j)  (0.3934-3.3841j)  (-0.4739+3.1607j)  (0.5852-3.1819j)  (-0.7660+3.5085j)  (0.9274-3.6621j)  (-1.0954+3.7939j)  (1.0190-3.1360j)  (-1.0534+2.9109j)  (1.1105-2.7780j)  (-1.1479+2.6169j)  (1.3120-2.7409j)  (-1.5845+3.0473j)  (1.8510-3.2892j)  (-2.1247+3.4995j)  (2.3893-3.6571j)  (-2.4461+3.4866j)  (2.4313-3.2326j)  (-2.4403+3.0305j)  (2.2320-2.5915j)  (-2.2574+2.4522j)  (2.7823-2.8287j)  (-2.8526+2.7145j)  (2.9725-2.6469j)  (-2.6620+2.2171j)  (2.3979-1.8664j)  (-2.7310+1.9842j)  (2.9753-2.0148j)  (-2.7212+1.7143j)  (2.3380-1.3671j)  (-2.2711+1.2290j)  (2.1247-1.0605j)  (-2.2622+1.0372j)  (2.6918-1.1281j)  (-2.3804+0.9062j)  (2.2740-0.7807j)  (-2.5487+0.7818j)  (2.9763-0.8063j)  (-3.2025+0.7549j)  (2.5976-0.5223j)  (-2.1053+0.3513j)  (1.8111-0.2410j)  (-2.1567+0.2147j)  (2.5066-0.1660j)  (-2.4239+0.0802j)  (1.2590+0.0000j)  (-0.4630-0.0153j)  (0.2844+0.0188j)  (-0.3994-0.0398j)  (0.7424+0.0988j)
 (1.9189+0.3858j)  (-1.9105-0.4503j)  (1.5522+0.4205j)  (-1.2616-0.3870j)  (1.2490+0.4288j)  (-1.2389-0.4717j)  (1.4594+0.6116j)  (-1.5589-0.7148j)  (1.2795+0.6387j)  (-1.0234-0.5538j)  (0.9475+0.5540j)  (-1.1753-0.7404j)  (1.8297+1.2391j)  (-1.8606-1.3518j)  (1.9150+1.4905j)  (-1.5596-1.2989j)  (1.4654+1.3049j)  (-1.6075-1.5296j)  (1.7809+1.8106j)  (-1.2939-1.4055j)  (1.2061+1.4004j)  (-1.1412-1.4173j)  (0.9567+1.2720j)  (-1.2145-1.7311j)  (1.6884+2.5843j)  (-1.5021-2.4741j)  (1.5828+2.8127j)  (-1.4857-2.8571j)  (1.2112+2.5304j)  (-1.0560-2.4074j)  (0.7330+1.8337j)  (-0.6337-1.7510j)  (0.6175+1.9005j)  (-0.5625-1.9482j)  (0.6089+2.4044j)  (-0.7355-3.3689j)  (0.6660+3.6213j)  (-0.5212-3.4763j)  (0.3779+3.2502j)  (-0.2409-2.9069j)  (0.1335+2.6883j)  (-0.0388-2.3485j)  (-0.0390+2.3605j)  (0.1465-2.9513j)  (-0.2922+3.5265j)  (0.4159-3.5770j)  (-0.5402+3.6030j)  (0.6102-3.3178j)  (-0.7129+3.2651j)  (0.8339-3.2929j)  (-0.9236+3.1989j)  (1.1320-3.4839j)  (-1.1564+3.1955j)  (1.2160-3.0419j)  (-1.3000+2.9638j)  (1.5080-3.1505j)  (-1.8287+3.5169j)  (2.0241-3.5968j)  (-2.0380+3.3569j)  (2.1890-3.3505j)  (-2.0742+2.9565j)  (2.2037-2.9300j)  (-2.4880+3.0897j)  (2.6287-3.0522j)  (-2.5288+2.7470j)  (2.5065-2.5483j)  (-2.6218+2.4949j)  (2.9040-2.5860j)  (-3.1241+2.6020j)  (2.9711-2.3125j)  (-3.2768+2.3807j)  (3.2700-2.2144j)  (-2.9122+1.8347j)  (2.6416-1.5446j)  (-2.4111+1.3048j)  (2.3128-1.1544j)  (-1.8736+0.8590j)  (2.2589-0.9466j)  (-2.8397+1.0811j)  (2.4277-0.8334j)  (-2.2865+0.7014j)  (2.6676-0.7227j)  (-3.0899+0.7283j)  (2.9457-0.5923j)  (-2.3407+0.3906j)  (2.0626-0.2744j)  (-1.6963+0.1688j)  (1.8449-0.1222j)  (-2.4902+0.0824j)  (1.9653-0.0000j)  (-0.7366-0.0244j)  (0.3605+0.0239j)  (-0.3834-0.0382j)  (0.9824+0.1307j)  (-1.1307-0.1887j)
 (-1.8412-0.4340j)  (1.7261+0.4676j)  (-1.4870-0.4561j)  (1.3303+0.4567j)  (-1.3139-0.5002j)  (1.4369+0.6022j)  (-1.6200-0.7428j)  (1.4254+0.7115j)  (-1.2662-0.6852j)  (1.0984+0.6422j)  (-1.0265-0.6467j)  (1.3043+0.8833j)  (-2.0974-1.5239j)  (2.1697+1.6888j)  (-1.9780-1.6474j)  (1.9768+1.7603j)  (-1.9135-1.8209j)  (1.4699+1.4944j)  (-1.2691-1.3787j)  (1.1618+1.3490j)  (-1.0822-1.3440j)  (1.0933+1.4537j)  (-0.9558-1.3624j)  (0.9511+1.4558j)  (-1.2567-2.0699j)  (1.1493+2.0424j)  (-1.2182-2.3428j)  (1.1843+2.4741j)  (-0.9578-2.1835j)  (0.8482+2.1217j)  (-0.6681-1.8461j)  (0.6002+1.8473j)  (-0.6218-2.1534j)  (0.5747+2.2696j)  (-0.4453-2.0396j)  (0.4457+2.4234j)  (-0.5034-3.3579j)  (0.3866+3.3249j)  (-0.2700-3.2586j)  (0.1463+2.9478j)  (-0.0439-2.6536j)  (-0.0411+2.4851j)  (0.1276-2.5708j)  (-0.2359+2.8467j)  (0.3695-3.1778j)  (-0.5283+3.5242j)  (0.7041-3.8287j)  (-0.8149+3.7324j)  (0.9119-3.6009j)  (-0.9599+3.3244j)  (0.9676-2.9779j)  (-1.0534+2.9108j)  (1.1815-2.9554j)  (-1.3317+3.0360j)  (1.5523-3.2430j)  (-1.6821+3.2348j)  (2.0586-3.6581j)  (-2.3757+3.9130j)  (2.3525-3.6007j)  (-2.0536+2.9272j)  (1.9148-2.5458j)  (-2.0991+2.6069j)  (2.4552-2.8507j)  (-2.6644+2.8943j)  (2.6629-2.7073j)  (-2.8307+2.6937j)  (3.0924-2.7537j)  (-2.9112+2.4246j)  (2.6067-2.0289j)  (-2.6729+1.9420j)  (3.0965-2.0969j)  (-3.0817+1.9414j)  (2.6078-1.5248j)  (-2.4758+1.3398j)  (2.7367-1.3660j)  (-2.6387+1.2099j)  (2.2329-0.9357j)  (-2.5001+0.9518j)  (2.9501-1.0128j)  (-2.9747+0.9124j)  (2.7108-0.7344j)  (-2.6647+0.6281j)  (2.3638-0.4753j)  (-1.8433+0.3076j)  (1.7263-0.2297j)  (-1.7992+0.1791j)  (1.8641-0.1235j)  (-2.2282+0.0737j)  (1.9181-0.0000j)  (-1.0375-0.0343j)  (0.4987+0.0330j)  (-0.3885-0.0387j)  (0.5872+0.0781j)  (-0.7889-0.1316j)  (1.0492+0.2110j)
 (1.7959+0.4865j)  (-1.9408-0.5953j)  (1.4996+0.5148j)  (-1.4444-0.5499j)  (1.2870+0.5393j)  (-1.2818-0.5877j)  (1.2231+0.6105j)  (-1.0930-0.5915j)  (1.1919+0.6970j)  (-1.2818-0.8075j)  (1.2764+0.8644j)  (-1.5222-1.1059j)  (2.2408+1.7441j)  (-1.9982-1.6642j)  (1.7952+1.5986j)  (-1.8507-1.7611j)  (1.9158+1.9477j)  (-1.4354-1.5593j)  (1.0261+1.1914j)  (-0.9567-1.1881j)  (0.9205+1.2238j)  (-0.9747-1.3893j)  (0.9640+1.4756j)  (-0.9650-1.5894j)  (1.1611+2.0634j)  (-1.3115-2.5222j)  (1.3413+2.8022j)  (-1.2254-2.7937j)  (1.0708+2.6787j)  (-0.9984-2.7588j)  (0.7893+2.4291j)  (-0.6899-2.3895j)  (0.6954+2.7459j)  (-0.6278-2.8755j)  (0.4110+2.2348j)  (-0.2998-1.9996j)  (0.3248+2.7937j)  (-0.2993-3.6117j)  (0.2133+4.2963j)  (-0.0562-3.3963j)  (-0.0462+2.7914j)  (0.1337-2.6933j)  (-0.2204+2.6601j)  (0.3099-2.6659j)  (-0.4348+2.9005j)  (0.5882-3.1983j)  (-0.7394+3.3867j)  (0.8851-3.4951j)  (-1.0031+3.4740j)  (1.0168-3.1293j)  (-1.0232+2.8273j)  (1.0665-2.6679j)  (-1.2178+2.7763j)  (1.4088-2.9432j)  (-1.6154+3.1067j)  (1.7807-3.1643j)  (-1.9997+3.2937j)  (2.3341-3.5726j)  (-2.0573+2.9324j)  (1.7624-2.3432j)  (-1.8680+2.3199j)  (1.9651-2.2817j)  (-2.4482+2.6594j)  (2.7427-2.7884j)  (-2.7952+2.6599j)  (3.1239-2.7818j)  (-2.9607+2.4658j)  (2.9472-2.2939j)  (-2.9791+2.1645j)  (2.9471-1.9957j)  (-2.9027+1.8286j)  (2.6234-1.5340j)  (-2.3761+1.2859j)  (2.3562-1.1761j)  (-2.9419+1.3488j)  (2.7730-1.1621j)  (-2.2164+0.8438j)  (2.5199-0.8651j)  (-3.0125+0.9241j)  (3.2194-0.8722j)  (-2.6087+0.6149j)  (2.0529-0.4128j)  (-1.6084+0.2684j)  (1.4220-0.1892j)  (-1.6403+0.1633j)  (1.9140-0.1268j)  (-1.9552+0.0647j)  (2.0922+0.0000j)  (-1.0671-0.0353j)  (0.6188+0.0410j)  (-0.4973-0.0495j)  (0.5569+0.0741j)  (-0.8826-0.1473j)  (0.9109+0.1831j)  (-1.2732-0.3001j)
 (-1.7400-0.5337j)  (1.7468+0.5997j)  (-1.8503-0.7044j)  (2.0006+0.8384j)  (-1.4153-0.6489j)  (1.1115+0.5548j)  (-0.9369-0.5070j)  (0.9298+0.5437j)  (-1.2201-0.7686j)  (1.2298+0.8328j)  (-1.4652-1.0645j)  (1.7703+1.3779j)  (-2.0006-1.6662j)  (2.0507+1.8261j)  (-2.0352-1.9367j)  (1.6052+1.6320j)  (-1.5713-1.7068j)  (1.5419+1.7903j)  (-1.1727-1.4563j)  (1.1463+1.5241j)  (-1.0778-1.5362j)  (1.0012+1.5325j)  (-1.0974-1.8076j)  (1.3204+2.3463j)  (-1.2926-2.4858j)  (1.3037+2.7237j)  (-1.3456-3.0677j)  (1.0951+2.7395j)  (-0.8340-2.3047j)  (0.6718+2.0677j)  (-0.5950-2.0606j)  (0.6052+2.3900j)  (-0.4986-2.2838j)  (0.4519+2.4571j)  (-0.4033-2.6903j)  (0.3107+2.6720j)  (-0.2682-3.2368j)  (0.1821+3.6689j)  (-0.0633-3.8302j)  (-0.0475+2.8733j)  (0.1211-2.4396j)  (-0.1903+2.2962j)  (0.2955-2.5417j)  (-0.4385+2.9251j)  (0.5617-3.0540j)  (-0.6549+2.9997j)  (0.7501-2.9620j)  (-0.8372+2.8995j)  (0.9609-2.9573j)  (-0.9597+2.6520j)  (0.8752-2.1894j)  (-0.9059+2.0653j)  (1.0468-2.1870j)  (-1.3082+2.5158j)  (1.7228-3.0613j)  (-2.0545+3.3839j)  (2.0770-3.1791j)  (-2.3137+3.2979j)  (2.1569-2.8677j)  (-1.9139+2.3769j)  (1.9174-2.2263j)  (-2.0019+2.1747j)  (2.4255-2.4659j)  (-2.3802+2.2650j)  (2.4968-2.2233j)  (-2.9067+2.4208j)  (2.8013-2.1804j)  (-3.0358+2.2056j)  (3.5568-2.4086j)  (-3.4871+2.1968j)  (3.0724-1.7965j)  (-2.3704+1.2828j)  (2.1239-1.0602j)  (-2.1571+0.9890j)  (2.8931-1.2124j)  (-2.6200+0.9975j)  (2.1812-0.7488j)  (-2.5314+0.7765j)  (2.9157-0.7899j)  (-2.7582+0.6501j)  (2.0942-0.4211j)  (-1.6413+0.2739j)  (1.3929-0.1853j)  (-1.5662+0.1559j)  (2.2370-0.1482j)  (-2.6108+0.0864j)  (2.0689+0.0000j)  (-1.7383-0.0575j)  (0.6954+0.0461j)  (-0.4776-0.0475j)  (0.7351+0.0978j)  (-0.6719-0.1121j)  (0.7621+0.1532j)  (-1.0600-0.2498j)  (1.4141+0.3831j)
