543.0,116.0,80.0,35.0
538.0,116.0,80.0,35.0
533.0,106.0,80.0,35.0
528.0,106.0,80.0,35.0
528.0,106.0,80.0,35.0
528.0,106.0,80.0,35.0
528.0,101.0,80.0,35.0
528.0,91.0,80.0,35.0
523.0,101.0,80.0,35.0
503.0,126.0,80.0,35.0
488.0,136.0,80.0,35.0
488.0,136.0,80.0,35.0
473.0,141.0,80.0,35.0
463.0,141.0,80.0,35.0
443.0,141.0,80.0,35.0
428.0,146.0,80.0,35.0
418.0,156.0,80.0,35.0
418.0,156.0,80.0,35.0
403.0,156.0,80.0,35.0
388.0,156.0,80.0,35.0
378.0,166.0,80.0,35.0
363.0,171.0,80.0,35.0
353.0,171.0,80.0,35.0
353.0,171.0,80.0,35.0
348.0,176.0,80.0,35.0
333.0,191.0,80.0,35.0
323.0,211.0,80.0,35.0
318.0,241.0,80.0,35.0
313.0,251.0,80.0,35.0
313.0,251.0,80.0,35.0
308.0,256.0,80.0,35.0
303.0,261.0,80.0,35.0
303.0,266.0,80.0,35.0
298.0,261.0,80.0,35.0
298.0,261.0,80.0,35.0
298.0,261.0,80.0,35.0
298.0,271.0,80.0,35.0
303.0,276.0,80.0,35.0
303.0,266.0,80.0,35.0
298.0,266.0,80.0,35.0
298.0,266.0,80.0,35.0
298.0,266.0,80.0,35.0
303.0,276.0,80.0,35.0
313.0,306.0,80.0,35.0
313.0,316.0,80.0,35.0
313.0,336.0,80.0,35.0
313.0,351.0,80.0,35.0
313.0,351.0,80.0,35.0
318.0,366.0,80.0,35.0
323.0,366.0,80.0,35.0
328.0,371.0,80.0,35.0
328.0,371.0,80.0,35.0
338.0,376.0,80.0,35.0
338.0,376.0,80.0,35.0
348.0,381.0,80.0,35.0
358.0,376.0,80.0,35.0
358.0,371.0,80.0,35.0
368.0,366.0,80.0,35.0
388.0,356.0,80.0,35.0
388.0,356.0,80.0,35.0
408.0,346.0,80.0,35.0
423.0,331.0,80.0,35.0
448.0,326.0,80.0,35.0
463.0,316.0,80.0,35.0
483.0,311.0,80.0,35.0
483.0,311.0,80.0,35.0
493.0,316.0,80.0,35.0
508.0,316.0,80.0,35.0
513.0,316.0,80.0,35.0
518.0,326.0,80.0,35.0
523.0,336.0,80.0,35.0
523.0,336.0,80.0,35.0
518.0,336.0,80.0,35.0
518.0,341.0,80.0,35.0
523.0,346.0,80.0,35.0
538.0,336.0,80.0,35.0
558.0,306.0,80.0,35.0
558.0,306.0,80.0,35.0
568.0,286.0,80.0,35.0
583.0,256.0,80.0,35.0
593.0,236.0,80.0,35.0
603.0,231.0,80.0,35.0
608.0,231.0,80.0,35.0
608.0,231.0,80.0,35.0
613.0,226.0,80.0,35.0
618.0,226.0,80.0,35.0
618.0,226.0,80.0,35.0
623.0,221.0,80.0,35.0
623.0,231.0,80.0,35.0
623.0,226.0,80.0,35.0
623.0,231.0,80.0,35.0
628.0,226.0,80.0,35.0
628.0,221.0,80.0,35.0
623.0,201.0,80.0,35.0
613.0,191.0,80.0,35.0
613.0,191.0,80.0,35.0
613.0,181.0,80.0,35.0
613.0,171.0,80.0,35.0
618.0,166.0,80.0,35.0
618.0,166.0,80.0,35.0
623.0,161.0,80.0,35.0
623.0,161.0,80.0,35.0
628.0,151.0,80.0,35.0
633.0,141.0,80.0,35.0
638.0,126.0,80.0,35.0
638.0,121.0,80.0,35.0
638.0,111.0,80.0,35.0
638.0,111.0,80.0,35.0
638.0,96.0,80.0,35.0
643.0,91.0,80.0,35.0
638.0,96.0,80.0,35.0
628.0,111.0,80.0,35.0
613.0,131.0,80.0,35.0
613.0,131.0,80.0,35.0
608.0,141.0,80.0,35.0
598.0,151.0,80.0,35.0
